code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
WebViewClient,repo,README.md,7,7,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L42
WebViewLocalServer,repo,README.md,22,22,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L47
androidplatform.net,repo,README.md,16,16,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L58
"appendPath(""index.html"")",repo,README.md,1,1,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L59
assetServer,repo,README.md,12,12,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/androidTest/java/com/google/webviewlocalserver/WebViewLocalServerTest.java#L80
assetServer.shouldInterceptRequest(request),repo,README.md,1,1,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/androidTest/java/com/google/webviewlocalserver/TestActivity.java#L47
assetServer.shouldInterceptRequest(url),repo,README.md,2,2,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/androidTest/java/com/google/webviewlocalserver/WebViewLocalServerTest.java#L104
details.getHttpPrefix(),repo,README.md,2,2,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/androidTest/java/com/google/webviewlocalserver/WebViewLocalServerTest.java#L127
hostAssets,repo,README.md,7,7,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L286
"hostAssets(""/www"")",repo,README.md,1,1,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L49
hostResources,repo,README.md,7,7,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L384
http(s),repo,README.md,14,14,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L37
https:,repo,README.md,17,17,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L58
shouldInterceptRequest,repo,README.md,12,12,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L42
"shouldInterceptRequest(WebView view, String url)",repo,README.md,1,1,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/androidTest/java/com/google/webviewlocalserver/TestActivity.java#L41
"shouldInterceptRequest(WebView view, WebResourceRequest request)",repo,README.md,2,2,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,4203e3c988db7ba5a612ff2c197748c9eb81bebf,1565261439,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/README.md,https://github.com/google/webview-local-server/blob/4203e3c988db7ba5a612ff2c197748c9eb81bebf/src/main/java/com/google/webviewlocalserver/WebViewLocalServer.java#L52
