code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
BUT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
CLAIM,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
CONNECTION,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L20
CONTRACT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L19
COPYRIGHT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
DAMAGES,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
DEALINGS,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L20
EVENT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
EXPRESS,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
FITNESS,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
FOR,repo,README.md,92,92,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
FROM,repo,README.md,47,47,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L19
HLS,repo,README.md,6,6,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/ingestion/documentation/live.md#L5
HOLDERS,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
IMPLIED,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
IN,repo,README.md,184,184,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
INCLUDING,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
IS,repo,README.md,92,92,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
KIND,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
LIABILITY,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
LIABLE,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
LIMITED,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
LLC,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L3
MERCHANTABILITY,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
NO,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
NONINFRINGEMENT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
NOT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
OF,repo,README.md,184,184,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
OR,repo,README.md,322,322,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
OTHER,repo,README.md,92,92,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
OTHERWISE,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L19
OUT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L19
PARTICULAR,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
PROVIDED,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
PURPOSE,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
RTMP,repo,README.md,6,6,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/ingestion/documentation/live.md#L5
RTSP,repo,README.md,6,6,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/ingestion/documentation/live.md#L5
SHALL,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L17
SOFTWARE,repo,README.md,138,138,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
THE,repo,README.md,276,276,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
TO,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
TORT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L19
USE,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L20
WARRANTIES,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L16
WARRANTY,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
WHETHER,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L18
WITH,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L20
WITHOUT,repo,README.md,46,46,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b,1612834704,0f4db4d186cb2f0a59e0dd060569417d6eb9f478,1559599621,https://github.com/google/aistreamer/blob/0f4db4d186cb2f0a59e0dd060569417d6eb9f478/README.md,https://github.com/google/aistreamer/blob/d60303a8d2f0ea53b56b0eedda64b1a8cff88b0b/vfp/visualize_annotation.py#L15
